Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S92246342,Black-bellied Whistling-Duck,Dendrocygna autumnalis,230,5,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-07-24,06:45 AM,eBird - Traveling Count,256,1,8.661,,7,,,"Pleasantly cool for this time of year!  First we stopped at pond 1west and birded the north side, then we birded the south side.  We then drove to the bird blind and from there walked into the forested area along side the colorado River.  We also noted birds close to the CER building and on the wires .",356619551
S95495791,Wood Duck,Aix sponsa,423,X,US-TX,Travis,L16528570,Red Bud Isle,30.287775,-97.785721,2021-10-02,,eBird - Casual Observation,,0,,,1
S96070696,Wood Duck,Aix sponsa,423,3,US-TX,Travis,L16632534,"Roy G. Guerrero Colorado River Metro Park, Austin US-TX 30.24359, -97.69722",30.243585,-97.697219,2021-10-13,07:44 AM,eBird - Traveling Count,124,0,3.149,,14
S107286394,Blue-winged Teal,Spatula discors,450,11,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2022-04-17,08:02 AM,eBird - Traveling Count,125,1,6.343,,2
S118899613,Blue-winged Teal,Spatula discors,450,12,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2022-09-17,07:44 AM,eBird - Traveling Count,201,0,5.763,,10
S95495738,Blue-winged Teal,Spatula discors,450,X,US-TX,Travis,L16528570,Red Bud Isle,30.287775,-97.785721,2021-10-02,,eBird - Casual Observation,,0,,,1
S97823429,Northern Shoveler,Spatula clypeata,464,12,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-11-20,07:39 AM,eBird - Traveling Count,195,1,7.219,,12
S107286394,Northern Shoveler,Spatula clypeata,464,18,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2022-04-17,08:02 AM,eBird - Traveling Count,125,1,6.343,,2
S118899613,Northern Shoveler,Spatula clypeata,464,2,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2022-09-17,07:44 AM,eBird - Traveling Count,201,0,5.763,,10
S96070696,Gadwall,Mareca strepera,468,10,US-TX,Travis,L16632534,"Roy G. Guerrero Colorado River Metro Park, Austin US-TX 30.24359, -97.69722",30.243585,-97.697219,2021-10-13,07:44 AM,eBird - Traveling Count,124,0,3.149,,14
S114150754,Mallard,Anas platyrhynchos,505,X,US-OH,Carroll,L15596150,Lake House,40.537075,-81.249436,2022-05-13,,eBird - Casual Observation,,0,,,1
S110962065,Mallard,Anas platyrhynchos,505,3,US-TX,Travis,L486383,Commons Ford Ranch Metro Park,30.3373826,-97.8930759,2022-05-22,08:14 AM,eBird - Traveling Count,142,1,1.866,,10
S137651183,Mallard,Anas platyrhynchos,505,1,US-TX,Travis,L24317847,Mom’s neighborhood,30.488574,-97.997459,2023-05-14,07:19 AM,eBird - Traveling Count,75,0,.901,,1
S96070696,Mallard,Anas platyrhynchos,505,1,US-TX,Travis,L16632534,"Roy G. Guerrero Colorado River Metro Park, Austin US-TX 30.24359, -97.69722",30.243585,-97.697219,2021-10-13,07:44 AM,eBird - Traveling Count,124,0,3.149,,14
S96070696,Northern Pintail,Anas acuta,548,4,US-TX,Travis,L16632534,"Roy G. Guerrero Colorado River Metro Park, Austin US-TX 30.24359, -97.69722",30.243585,-97.697219,2021-10-13,07:44 AM,eBird - Traveling Count,124,0,3.149,,14
S97823429,Green-winged Teal,Anas crecca,563,6,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-11-20,07:39 AM,eBird - Traveling Count,195,1,7.219,,12
S92246342,Ruddy Duck,Oxyura jamaicensis,724,1,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-07-24,06:45 AM,eBird - Traveling Count,256,1,8.661,,7,,,"Pleasantly cool for this time of year!  First we stopped at pond 1west and birded the north side, then we birded the south side.  We then drove to the bird blind and from there walked into the forested area along side the colorado River.  We also noted birds close to the CER building and on the wires ."
S97823429,Ruddy Duck,Oxyura jamaicensis,724,2,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-11-20,07:39 AM,eBird - Traveling Count,195,1,7.219,,12
S96743814,duck sp.,Anatidae (duck sp.),738,3,US-TX,Travis,L16743933,"614 N Commons Ford Rd, Austin US-TX 30.33721, -97.89436",30.337214,-97.894357,2021-10-26,07:31 AM,eBird - Traveling Count,188,1,3.072,,16,,flyovers
S108918377,Northern Bobwhite,Colinus virginianus,965,2,US-TX,Kimble,L283468,South Llano River SP (HOTW 093),30.4391651,-99.8128617,2022-05-04,08:56 AM,eBird - Traveling Count,165,1,4.827,,2
S107286394,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2022-04-17,08:02 AM,eBird - Traveling Count,125,1,6.343,,2
S102716814,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-TX,Travis,L2023174,Mills Pond at Wells Branch,30.45,-97.68012,2022-02-15,08:55 AM,eBird - Traveling Count,128,1,2.283,,3
S96070696,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-TX,Travis,L16632534,"Roy G. Guerrero Colorado River Metro Park, Austin US-TX 30.24359, -97.69722",30.243585,-97.697219,2021-10-13,07:44 AM,eBird - Traveling Count,124,0,3.149,,14
S97823429,Eared Grebe,Podiceps nigricollis,1834,5,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-11-20,07:39 AM,eBird - Traveling Count,195,1,7.219,,12
S92246342,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,1,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-07-24,06:45 AM,eBird - Traveling Count,256,1,8.661,,7,,Good look,"Pleasantly cool for this time of year!  First we stopped at pond 1west and birded the north side, then we birded the south side.  We then drove to the bird blind and from there walked into the forested area along side the colorado River.  We also noted birds close to the CER building and on the wires ."
S118899613,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,3,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2022-09-17,07:44 AM,eBird - Traveling Count,201,0,5.763,,10
S86754489,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,X,US-TX,Travis,L14678790,Sonic,30.314312,-97.663617,2021-04-30,,eBird - Casual Observation,,0,,,1
S100018160,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,1,US-TX,Travis,L13469109,Walnut Creek Hill,30.40791,-97.701146,2022-01-03,08:15 AM,eBird - Traveling Count,99,1,4.628,,1
S110268857,Scaly-naped Pigeon,Patagioenas squamosa,1950,2,PR-RG,,L19082046,El Yunque National Forest,18.318271,-65.771181,2022-05-15,10:53 AM,eBird - Traveling Count,300,0,4.828,,2
S89214705,White-crowned Pigeon,Patagioenas leucocephala,1958,X,PR-VB,,L15152703,Nancy’s Mom’s House,18.483387,-66.422755,2021-05-29,,eBird - Casual Observation,,0,,,1
S110021599,Eurasian Collared-Dove,Streptopelia decaocto,2033,1,PR-CN,,L19036361,Isla Verde Tennis Courts,18.440976,-66.02778,2022-05-14,10:11 AM,eBird - Traveling Count,65,1,1.167,,2
S110392610,Common Ground Dove,Columbina passerina,2240,X,PR-SJ,,L19103744,Ivy Hotel,18.4563,-66.073617,2022-05-16,,eBird - Casual Observation,,0,,,1
S94547909,White-winged Dove,Zenaida asiatica,2382,2,US-TX,Dallas,L1878436,Coppell Nature Park,32.9640841,-97.0205114,2021-09-12,07:21 AM,eBird - Traveling Count,80,1,2.74,,1
S108781020,White-winged Dove,Zenaida asiatica,2382,10,US-TX,Kimble,L283468,South Llano River SP (HOTW 093),30.4391651,-99.8128617,2022-05-02,04:28 PM,eBird - Traveling Count,234,0,10.255,,2
S108828409,White-winged Dove,Zenaida asiatica,2382,7,US-TX,Kimble,L283468,South Llano River SP (HOTW 093),30.4391651,-99.8128617,2022-05-03,09:21 AM,eBird - Traveling Count,158,0,4.147,,2
S108918377,White-winged Dove,Zenaida asiatica,2382,8,US-TX,Kimble,L283468,South Llano River SP (HOTW 093),30.4391651,-99.8128617,2022-05-04,08:56 AM,eBird - Traveling Count,165,1,4.827,,2
S96743814,White-winged Dove,Zenaida asiatica,2382,12,US-TX,Travis,L16743933,"614 N Commons Ford Rd, Austin US-TX 30.33721, -97.89436",30.337214,-97.894357,2021-10-26,07:31 AM,eBird - Traveling Count,188,1,3.072,,16
S106460707,White-winged Dove,Zenaida asiatica,2382,7,US-TX,Travis,L4065284,"Boggy Creek Greenbelt, Austin",30.2676159,-97.7143054,2022-04-07,07:59 AM,eBird - Traveling Count,140,0,3.271,,14
S96731655,White-winged Dove,Zenaida asiatica,2382,3,US-TX,Travis,L486383,Commons Ford Ranch Metro Park,30.3373826,-97.8930759,2021-10-26,07:39 AM,eBird - Traveling Count,179,1,2.6,,16
S105366046,White-winged Dove,Zenaida asiatica,2382,3,US-TX,Travis,L18212458,Hamilton Greenbelt,30.361636,-97.978144,2022-03-22,09:28 AM,eBird - Traveling Count,64,1,3.079,,1
S92246342,White-winged Dove,Zenaida asiatica,2382,1,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-07-24,06:45 AM,eBird - Traveling Count,256,1,8.661,,7,,,"Pleasantly cool for this time of year!  First we stopped at pond 1west and birded the north side, then we birded the south side.  We then drove to the bird blind and from there walked into the forested area along side the colorado River.  We also noted birds close to the CER building and on the wires ."
S92463974,White-winged Dove,Zenaida asiatica,2382,1,US-TX,Travis,L1180735,"Laguna Gloria, Austin",30.3107177,-97.77493,2021-07-29,09:31 AM,eBird - Traveling Count,97,1,1.619,,1
S102716814,White-winged Dove,Zenaida asiatica,2382,26,US-TX,Travis,L2023174,Mills Pond at Wells Branch,30.45,-97.68012,2022-02-15,08:55 AM,eBird - Traveling Count,128,1,2.283,,3
S107613786,White-winged Dove,Zenaida asiatica,2382,4,US-TX,Travis,L2023174,Mills Pond at Wells Branch,30.45,-97.68012,2022-04-21,08:14 AM,eBird - Traveling Count,121,1,2.739,,1
S137581240,White-winged Dove,Zenaida asiatica,2382,1,US-TX,Travis,L24317847,Mom’s neighborhood,30.488574,-97.997459,2023-05-13,07:59 PM,eBird - Traveling Count,24,1,1.064,,1
S137651183,White-winged Dove,Zenaida asiatica,2382,1,US-TX,Travis,L24317847,Mom’s neighborhood,30.488574,-97.997459,2023-05-14,07:19 AM,eBird - Traveling Count,75,0,.901,,1
S92497822,White-winged Dove,Zenaida asiatica,2382,1,US-TX,Travis,L15941910,"St. Edward's Park, Austin US-TX (30.4050,-97.7894)",30.404985,-97.789424,2021-07-30,07:57 AM,eBird - Traveling Count,22,1,.472,,1,,,Ill-equipped. Need long pants and bug spray.
S80510692,White-winged Dove,Zenaida asiatica,2382,X,US-TX,Travis,L13415218,The Coop,30.415106,-97.702953,2021-02-06,,eBird - Casual Observation,,0,,,1
S85915371,White-winged Dove,Zenaida asiatica,2382,X,US-TX,Travis,L13415218,The Coop,30.415106,-97.702953,2021-04-19,,eBird - Casual Observation,,0,,,1
S92134002,White-winged Dove,Zenaida asiatica,2382,6,US-TX,Travis,L13415218,The Coop,30.415106,-97.702953,2021-07-22,09:31 AM,eBird - Traveling Count,80,1,2.009,,1
S92177045,White-winged Dove,Zenaida asiatica,2382,10,US-TX,Travis,L13415218,The Coop,30.415106,-97.702953,2021-07-23,10:05 AM,eBird - Traveling Count,45,1,1.609,,1
S93312397,White-winged Dove,Zenaida asiatica,2382,39,US-TX,Travis,L13415218,The Coop,30.415106,-97.702953,2021-08-16,07:48 AM,eBird - Traveling Count,60,1,2.136,,1
S100018160,White-winged Dove,Zenaida asiatica,2382,9,US-TX,Travis,L13469109,Walnut Creek Hill,30.40791,-97.701146,2022-01-03,08:15 AM,eBird - Traveling Count,99,1,4.628,,1
S80326360,White-winged Dove,Zenaida asiatica,2382,X,US-TX,Travis,L13469438,Walnut Creek Path,30.409441,-97.708907,2021-02-02,,eBird - Casual Observation,,0,,,1
S94413670,White-winged Dove,Zenaida asiatica,2382,2,US-TX,Travis,L16333929,"Zilker Metropolitan Park, Austin US-TX 30.27127, -97.77026",30.271271,-97.770265,2021-09-09,09:07 AM,eBird - Traveling Count,83,0,3.722,,1
S92546982,White-winged Dove,Zenaida asiatica,2382,6,US-TX,Williamson,L684204,Lake Creek Trail--West (Williamson Co.),30.4673656,-97.7771286,2021-07-31,07:03 AM,eBird - Traveling Count,155,1,5.2,,3,,,Lake Creek trail w MaryG and Zoë. Lots of mockingbirds and herons/egrets.
S102716813,White-winged Dove,Zenaida asiatica,2382,5,US-TX,Williamson,L684204,Lake Creek Trail--West (Williamson Co.),30.4673656,-97.7771286,2021-07-31,07:10 AM,eBird - Traveling Count,150,1,5.311,,3,,,Birding with Zoë and Katy Y.
S110021599,White-winged Dove,Zenaida asiatica,2382,1,PR-CN,,L19036361,Isla Verde Tennis Courts,18.440976,-66.02778,2022-05-14,10:11 AM,eBird - Traveling Count,65,1,1.167,,2
S88962626,White-winged Dove,Zenaida asiatica,2382,X,PR-SJ,,L15101342,Mima’s House,18.383715,-66.02764,2021-05-25,,eBird - Casual Observation,,0,,,1
S109768808,Zenaida Dove,Zenaida aurita,2386,X,PR-SJ,,L18989683,Condado Beach,18.457635,-66.070995,2022-05-12,,eBird - Casual Observation,,0,,,1
S110021599,Zenaida Dove,Zenaida aurita,2386,1,PR-CN,,L19036361,Isla Verde Tennis Courts,18.440976,-66.02778,2022-05-14,10:11 AM,eBird - Traveling Count,65,1,1.167,,2
S106266132,Mourning Dove,Zenaida macroura,2405,1,US-TX,Burnet,L18371785,7 Oaks Ranch,30.988117,-97.913805,2022-04-04,07:54 AM,eBird - Traveling Count,202,0,3.276,,14
S91183743,Mourning Dove,Zenaida macroura,2405,X,US-OH,Carroll,L15596150,Lake House,40.537075,-81.249436,2021-07-03,07:15 AM,eBird - Casual Observation,,0,,,1
S94601840,Mourning Dove,Zenaida macroura,2405,1,US-TX,Dallas,L16368411,"470 Copperstone Trail, Coppell US-TX 32.98266, -97.00230",32.982657,-97.002298,2021-09-13,08:02 AM,eBird - Traveling Count,54,1,2.618,,1
S92246342,Mourning Dove,Zenaida macroura,2405,3,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-07-24,06:45 AM,eBird - Traveling Count,256,1,8.661,,7,,,"Pleasantly cool for this time of year!  First we stopped at pond 1west and birded the north side, then we birded the south side.  We then drove to the bird blind and from there walked into the forested area along side the colorado River.  We also noted birds close to the CER building and on the wires ."
S107286394,Mourning Dove,Zenaida macroura,2405,6,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2022-04-17,08:02 AM,eBird - Traveling Count,125,1,6.343,,2
S92058626,Mourning Dove,Zenaida macroura,2405,4,US-TX,Travis,L391415,St. Edwards Pk (NW Austin),30.40675,-97.7903333,2021-07-20,06:33 AM,eBird - Traveling Count,162,1,2.771,,6,,,"This was a Travis Audubon field trip.  There were 6 enthusiastic participants.  Humid, cooler than average, lush and green from recent rains."
S92546982,Mourning Dove,Zenaida macroura,2405,2,US-TX,Williamson,L684204,Lake Creek Trail--West (Williamson Co.),30.4673656,-97.7771286,2021-07-31,07:03 AM,eBird - Traveling Count,155,1,5.2,,3,,,Lake Creek trail w MaryG and Zoë. Lots of mockingbirds and herons/egrets.
S102716813,Mourning Dove,Zenaida macroura,2405,4,US-TX,Williamson,L684204,Lake Creek Trail--West (Williamson Co.),30.4673656,-97.7771286,2021-07-31,07:10 AM,eBird - Traveling Count,150,1,5.311,,3,,,Birding with Zoë and Katy Y.
S114406646,Yellow-billed Cuckoo,Coccyzus americanus,3206,1,US-OH,Carroll,L15596150,Lake House,40.537075,-81.249436,2022-07-04,12:46 PM,eBird - Traveling Count,65,0,2.75,,2
S108828409,Yellow-billed Cuckoo,Coccyzus americanus,3206,1,US-TX,Kimble,L283468,South Llano River SP (HOTW 093),30.4391651,-99.8128617,2022-05-03,09:21 AM,eBird - Traveling Count,158,0,4.147,,2
S110962065,Yellow-billed Cuckoo,Coccyzus americanus,3206,1,US-TX,Travis,L486383,Commons Ford Ranch Metro Park,30.3373826,-97.8930759,2022-05-22,08:14 AM,eBird - Traveling Count,142,1,1.866,,10
S92246342,Yellow-billed Cuckoo,Coccyzus americanus,3206,2,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-07-24,06:45 AM,eBird - Traveling Count,256,1,8.661,,7,,,"Pleasantly cool for this time of year!  First we stopped at pond 1west and birded the north side, then we birded the south side.  We then drove to the bird blind and from there walked into the forested area along side the colorado River.  We also noted birds close to the CER building and on the wires ."
S92058626,Yellow-billed Cuckoo,Coccyzus americanus,3206,1,US-TX,Travis,L391415,St. Edwards Pk (NW Austin),30.40675,-97.7903333,2021-07-20,06:33 AM,eBird - Traveling Count,162,1,2.771,,6,,,"This was a Travis Audubon field trip.  There were 6 enthusiastic participants.  Humid, cooler than average, lush and green from recent rains."
S92546982,Yellow-billed Cuckoo,Coccyzus americanus,3206,1,US-TX,Williamson,L684204,Lake Creek Trail--West (Williamson Co.),30.4673656,-97.7771286,2021-07-31,07:03 AM,eBird - Traveling Count,155,1,5.2,,3,,,Lake Creek trail w MaryG and Zoë. Lots of mockingbirds and herons/egrets.
S102716813,Yellow-billed Cuckoo,Coccyzus americanus,3206,1,US-TX,Williamson,L684204,Lake Creek Trail--West (Williamson Co.),30.4673656,-97.7771286,2021-07-31,07:10 AM,eBird - Traveling Count,150,1,5.311,,3,,,Birding with Zoë and Katy Y.
S142909820,Lesser Nighthawk,Chordeiles acutipennis,3474,X,MX-ROO,Solidaridad,L25500706,Fun Pool,20.672069,-87.030204,2023-06-27,,eBird - Casual Observation,,0,,,1
S92246342,Common Nighthawk,Chordeiles minor,3482,1,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-07-24,06:45 AM,eBird - Traveling Count,256,1,8.661,,7,,,"Pleasantly cool for this time of year!  First we stopped at pond 1west and birded the north side, then we birded the south side.  We then drove to the bird blind and from there walked into the forested area along side the colorado River.  We also noted birds close to the CER building and on the wires ."
S94547909,Chimney Swift,Chaetura pelagica,3845,5,US-TX,Dallas,L1878436,Coppell Nature Park,32.9640841,-97.0205114,2021-09-12,07:21 AM,eBird - Traveling Count,80,1,2.74,,1
S118496634,Chimney Swift,Chaetura pelagica,3845,1,US-LA,Orleans,L1143291,City Park--Couturie Forest,30.0045693,-90.0935962,2022-09-11,07:10 AM,eBird - Traveling Count,79,1,3.251,,2
S110962065,Chimney Swift,Chaetura pelagica,3845,5,US-TX,Travis,L486383,Commons Ford Ranch Metro Park,30.3373826,-97.8930759,2022-05-22,08:14 AM,eBird - Traveling Count,142,1,1.866,,10
S92246342,Chimney Swift,Chaetura pelagica,3845,2,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-07-24,06:45 AM,eBird - Traveling Count,256,1,8.661,,7,,,"Pleasantly cool for this time of year!  First we stopped at pond 1west and birded the north side, then we birded the south side.  We then drove to the bird blind and from there walked into the forested area along side the colorado River.  We also noted birds close to the CER building and on the wires ."
S96070696,Chimney Swift,Chaetura pelagica,3845,1,US-TX,Travis,L16632534,"Roy G. Guerrero Colorado River Metro Park, Austin US-TX 30.24359, -97.69722",30.243585,-97.697219,2021-10-13,07:44 AM,eBird - Traveling Count,124,0,3.149,,14
S89033049,Puerto Rican Mango,Anthracothorax aurulentus,4338,X,PR-SJ,,L15115202,MaryJo’s House,18.452449,-66.062742,2021-05-26,,eBird - Casual Observation,,0,,,1
S89435639,Puerto Rican Mango,Anthracothorax aurulentus,4338,X,PR-SJ,,L15133165,Mima’s Park,18.382979,-66.029729,2021-05-26,,eBird - Casual Observation,,0,,,1
S110303517,Puerto Rican Mango,Anthracothorax aurulentus,4338,X,PR-SJ,,L19088814,Street Corner,18.452499,-66.07095,2022-05-15,,eBird - Casual Observation,,0,,,1
S108818193,Ruby-throated Hummingbird,Archilochus colubris,4741,X,US-TX,Kimble,L18826426,Headquarters,30.445494,-99.797842,2022-04-20,,eBird - Casual Observation,,0,,,1
S106266132,Black-chinned Hummingbird,Archilochus alexandri,4742,5,US-TX,Burnet,L18371785,7 Oaks Ranch,30.988117,-97.913805,2022-04-04,07:54 AM,eBird - Traveling Count,202,0,3.276,,14
S94601840,Black-chinned Hummingbird,Archilochus alexandri,4742,2,US-TX,Dallas,L16368411,"470 Copperstone Trail, Coppell US-TX 32.98266, -97.00230",32.982657,-97.002298,2021-09-13,08:02 AM,eBird - Traveling Count,54,1,2.618,,1
S91758492,Black-chinned Hummingbird,Archilochus alexandri,4742,X,US-TX,Dallas,L15766895,Andy Brown Near Bridge,32.981677,-96.995225,2021-06-28,,eBird - Casual Observation,,0,,,1
S108781020,Black-chinned Hummingbird,Archilochus alexandri,4742,6,US-TX,Kimble,L283468,South Llano River SP (HOTW 093),30.4391651,-99.8128617,2022-05-02,04:28 PM,eBird - Traveling Count,234,0,10.255,,2
S108828409,Black-chinned Hummingbird,Archilochus alexandri,4742,2,US-TX,Kimble,L283468,South Llano River SP (HOTW 093),30.4391651,-99.8128617,2022-05-03,09:21 AM,eBird - Traveling Count,158,0,4.147,,2
S108918377,Black-chinned Hummingbird,Archilochus alexandri,4742,2,US-TX,Kimble,L283468,South Llano River SP (HOTW 093),30.4391651,-99.8128617,2022-05-04,08:56 AM,eBird - Traveling Count,165,1,4.827,,2
S92546982,Black-chinned Hummingbird,Archilochus alexandri,4742,5,US-TX,Williamson,L684204,Lake Creek Trail--West (Williamson Co.),30.4673656,-97.7771286,2021-07-31,07:03 AM,eBird - Traveling Count,155,1,5.2,,3,,,Lake Creek trail w MaryG and Zoë. Lots of mockingbirds and herons/egrets.,358129021 358129031 358129041
S102716813,Black-chinned Hummingbird,Archilochus alexandri,4742,6,US-TX,Williamson,L684204,Lake Creek Trail--West (Williamson Co.),30.4673656,-97.7771286,2021-07-31,07:10 AM,eBird - Traveling Count,150,1,5.311,,3,,,Birding with Zoë and Katy Y.
S92246342,Ruby-throated/Black-chinned Hummingbird,Archilochus colubris/alexandri,4745,1,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2021-07-24,06:45 AM,eBird - Traveling Count,256,1,8.661,,7,,,"Pleasantly cool for this time of year!  First we stopped at pond 1west and birded the north side, then we birded the south side.  We then drove to the bird blind and from there walked into the forested area along side the colorado River.  We also noted birds close to the CER building and on the wires ."
S92463974,Ruby-throated/Black-chinned Hummingbird,Archilochus colubris/alexandri,4745,2,US-TX,Travis,L1180735,"Laguna Gloria, Austin",30.3107177,-97.77493,2021-07-29,09:31 AM,eBird - Traveling Count,97,1,1.619,,1
S92058626,Ruby-throated/Black-chinned Hummingbird,Archilochus colubris/alexandri,4745,2,US-TX,Travis,L391415,St. Edwards Pk (NW Austin),30.40675,-97.7903333,2021-07-20,06:33 AM,eBird - Traveling Count,162,1,2.771,,6,,,"This was a Travis Audubon field trip.  There were 6 enthusiastic participants.  Humid, cooler than average, lush and green from recent rains."
S92134002,Ruby-throated/Black-chinned Hummingbird,Archilochus colubris/alexandri,4745,2,US-TX,Travis,L13415218,The Coop,30.415106,-97.702953,2021-07-22,09:31 AM,eBird - Traveling Count,80,1,2.009,,1
S92177045,Ruby-throated/Black-chinned Hummingbird,Archilochus colubris/alexandri,4745,1,US-TX,Travis,L13415218,The Coop,30.415106,-97.702953,2021-07-23,10:05 AM,eBird - Traveling Count,45,1,1.609,,1
S142798757,Cinnamon Hummingbird,Amazilia rutila,5023,X,MX-ROO,Solidaridad,L25500706,Fun Pool,20.672069,-87.030204,2023-06-26,,eBird - Casual Observation,,0,,,1
S118899613,hummingbird sp.,Trochilidae sp.,5138,1,US-TX,Travis,L130766,Hornsby Bend (HOTE 037),30.2181988,-97.6458054,2022-09-17,07:44 AM,eBird - Traveling Count,201,0,5.763,,10
S137651183,hummingbird sp.,Trochilidae sp.,5138,4,US-TX,Travis,L24317847,Mom’s neighborhood,30.488574,-97.997459,2023-05-14,07:19 AM,eBird - Traveling Count,75,0,.901,,1
S95477581,hummingbird sp.,Trochilidae sp.,5138,1,US-TX,Williamson,L697965,"Berry Springs Park, Georgetown",30.6820084,-97.6417637,2021-10-02,08:21 AM,eBird - Traveling Count,104,1,2.31,,8
